year,country,slug,source,source_type,match,confidence,section,subsection,method,sentence
2024,Qatar,qatar,media outlets,unnamed/generic,generic,low,Section 3. Security of the Person,d. Acts of Antisemitism and Antisemitic Incitement,rules,"Cartoons, opinion articles, and certain news coverage in local newspapers and other regional media outlets periodically carried antisemitic content."
2024,Republic of the Congo,republic-of-the-congo,journalists,unnamed/generic,generic,low,Executive Summary,,rules,"Significant human rights issues included credible reports of: arbitrary or unlawful killings; disappearances; torture or cruel, inhuman, or degrading treatment or punishment; arbitrary arrest or detention; serious restrictions on freedom of expression and media freedom, including violence or threats of violence against journalists and censorship; trafficking in persons, including forced labor; and significant presence of the worst forms of child labor."
2024,Republic of the Congo,republic-of-the-congo,nongovernmental organizations,unnamed/generic,generic,low,Section 1. Life,a. Extrajudicial Killings,rules,There were reports from domestic human rights nongovernmental organizations (NGOs) and on social media the government or its agents committed arbitrary or unlawful killings during the year.
2024,Republic of the Congo,republic-of-the-congo,ngos,unnamed/generic,generic,low,Section 1. Life,a. Extrajudicial Killings,rules,There were reports from domestic human rights nongovernmental organizations (NGOs) and on social media the government or its agents committed arbitrary or unlawful killings during the year.
2024,Republic of the Congo,republic-of-the-congo,ngos,unnamed/generic,generic,low,Section 1. Life,a. Extrajudicial Killings,rules,NGOs continued to report deaths resulting from abuse in police stations and pretrial detention centers.
2024,Republic of the Congo,republic-of-the-congo,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Physical Attacks, Imprisonment, and Pressure There were reports of direct and indirect intimidation of journalists by the government, including telephone calls from officials and anonymous persons warning journalists and news media not to broadcast videos of politically sensitive events or publish certain stories."
2024,Republic of the Congo,republic-of-the-congo,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Although newspapers published open letters written by government opponents, many journalists and editors of major newspapers and broadcast media practiced self-censorship."
2024,Republic of the Congo,republic-of-the-congo,ngos,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"NGOs reported safety violations commonly occurred in commercial fishing, logging, and quarries, and at private construction sites."
2024,Republic of the Congo,republic-of-the-congo,media outlet,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"The online media outlet Brazzanews reported the disappearance on September 26 of TC 2000, the reputed leader of a youth gang called ""the Americans,” who was taken into police custody and declared dead a few days later."
2024,Republic of the Congo,republic-of-the-congo,NGO CAD,named (unclassified),pattern,medium,Section 2. Liberty,c. Disappearance and Abduction,rules,"The NGO CAD reported the case of an elderly Rwandan refugee, Léonard Mbarusha, arbitrarily detained in a Brazzaville prison since 2015."
2024,Republic of the Congo,republic-of-the-congo,ngo,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"The NGO CAD reported the case of an elderly Rwandan refugee, Léonard Mbarusha, arbitrarily detained in a Brazzaville prison since 2015."
2024,Republic of the Congo,republic-of-the-congo,human rights activists,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"Human rights activists, however, stated the actual average was much longer for felony cases and sometimes exceeded the maximum sentence for the alleged crime."
2024,Republic of the Congo,republic-of-the-congo,observers,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,Observers attributed lengthy pretrial detention to the judicial system’s lack of capacity and a lack of political will to address the problem.
2024,Republic of the Congo,republic-of-the-congo,ngos,unnamed/generic,generic,low,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,"There were credible reports from domestic human rights NGOs and on social media the government or its agents engaged in cruel, inhuman, or degrading treatment of detainees and convicted felons."
2024,Republic of the Congo,republic-of-the-congo,Agence France-Presse,named (unclassified),pattern,medium,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,"On June 26, Agence France-Presse reported Roberto Lissassi alleged police abused him so severely while in custody in 2023 that he lost his eyesight."
2024,Republic of the Congo,republic-of-the-congo,Roberto Lissassi,named (unclassified),pattern,medium,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,"On June 26, Agence France-Presse reported Roberto Lissassi alleged police abused him so severely while in custody in 2023 that he lost his eyesight."
2024,Romania,romania,international observers,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Independent media organizations and international observers noted a lack of transparency of media ownership and nontransparent financing of media outlets by political parties, as well as editorial policies subordinated to the interests of political parties or owners."
2024,Romania,romania,media outlets,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Independent media organizations and international observers noted a lack of transparency of media ownership and nontransparent financing of media outlets by political parties, as well as editorial policies subordinated to the interests of political parties or owners."
