year,country,slug,source,source_type,match,confidence,section,subsection,method,sentence
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,Local media and child rights activists reported girls who became pregnant while in school almost always dropped out.
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"According to child rights activists, for girls in school, the government required mandatory maternity leave at three months of a pregnancy until six months after delivery, but women’s rights activists reported schools owned by religious organizations declined to readmit the girls at all."
2023,Uganda,uganda,human rights activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,Human rights activists reported teenage mothers who returned to school after giving birth quickly dropped out due to stigma and because schools lacked capacity to cater to the needs of lactating mothers.
2023,Uganda,uganda,human rights activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Human rights activists reported the government did not grant official recognition to several Indigenous communities, which led to political exclusion, limited access to social services, and limited access to livelihood resources."
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,The activists reported members of some Indigenous communities took up other ethnic identities while submitting official documentation because their original documents were not officially recognized.
2023,Uganda,uganda,human rights activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,Human rights activists reported the government only partially compensated and resettled Batwa and Benet communities whom it evicted from their ancestral lands to create wildlife protection areas in the eastern and southwestern parts of the country.
2023,Uganda,uganda,civil society organizations,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Children Education: Local media and civil society organizations reported that child, early, and forced marriages and teenage pregnancy led to a higher rate of school dropouts for girls than for boys."
2023,Uganda,uganda,human rights activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Human rights activists reported children from the Benet and Batuku Indigenous communities were forced by local education authorities to undertake school instruction in the languages spoken by their larger neighboring ethnic groups, a practice they believed threatened their culture."
2023,Uganda,uganda,human rights activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Local media, human rights activists, political leaders, and police reported some rural and remote communities in the country forced girls younger than 18 into marriage."
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,Children’s rights activists reported some parents forced child survivors of statutory rape to marry their abusers if the child got pregnant.
2023,Uganda,uganda,civil society organizations,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,Officials from local government and police partnered with cultural institutions and civil society organizations to carry out community sensitization campaigns in rural areas to speak out against the practice.
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,Local media and LGBTQI+ activists reported intersex children were at high risk of infanticide and some parents of children with disabilities abandoned them in the bush or threw them in pit latrines and left them to die.
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Forced Organ Harvesting Police, local media, and activists reported organized criminal groups carried out organ harvesting, and some workers who signed up with labor recruitment companies to work in Middle East and Gulf countries had their organs, especially kidneys and livers, harvested."
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,LGBTQI+ activists petitioned the Constitutional Court to nullify the AHA.
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"LGBTQI+ activists reported police arrested numerous individuals on the basis of their sexual orientation or gender identity and subjected many to forced anal exams, a medically discredited practice with no evidentiary value that was considered a form of cruel, inhuman, and degrading treatment and could amount to torture."
2023,Uganda,uganda,Convening for Equality,named (unclassified),pattern,medium,Section 6. Discrimination and Societal Abuses,,rules,LGBTQI+ activists under the umbrella association Convening for Equality reported 18 instances of forced anal exams by police between January and August.
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,LGBTQI+ activists under the umbrella association Convening for Equality reported 18 instances of forced anal exams by police between January and August.
